"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","cnts_prod_id","copn_use_sta_dt","copn_plcy_sta_dt","copn_plcy_end_dt","copn_cnt"
C2600KM,"지상파 월정액 3개월 내내 5,500원_5월 3차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260530","20260422","20260531",35
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260618","20260519","20260629",10
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인",PPV 등,"20260719","20260708","20260831",14
C2600N3,[주기성/쿠폰] <살목지&K-공포상영회> 할인쿠폰 프로모션,A1PR1020261000120873,[K-공포 상영회] 영화 50% 할인,PPV 등,"20260528","20260520","20260609",4
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인",PPV 등,"20260519","20260421","20260531",3
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260623","20260520","20260630",13
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260606","20260519","20260629",27
C2600L5,"26년 5월_B tv+ 크런치롤_할인쿠폰",A1PR1020261000120053,[크런치롤] B tv 애니 장르 30% 할인,PPV 등,"20260530","20260225","20260531",1
C2600O8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260619","20260520","20260630",13
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인",PPV 등,"20260716","20260708","20260831",8
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,PM30000269,"20260615","20260519","20260629",6
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260605","20260519","20260629",4
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260705","20260609","20260731",1
C2600QN,"지상파 월정액 첫달 3,300원_6월 4차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260531","20260526","20260630",1
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인",PPV 등,"20260516","20260428","20260531",1
C2600LN,[모바일 B tv] '26년 5월 페어링 이벤트 앱푸쉬 (Mass),,,PPV 등,,,,931781
C2600RL,[팝업] 밸류애드팀 STB 교체(26.6.22)_4-2차,,,PPV 등,,,,353634
C2600V7,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-2차,,,PPV 등,,,,373270
C2600TA,[주기성] 26년 7월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000121366,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,,"20260624","20260731",286608
C2600KN,JTBC 월정액 첫달 무료_5월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260516","20260119","20261231",223
C2600WN,[주기성] 26년 7월_B tv+ 7월 비플리 상위_가입자 제외,DummyOffer,,PPV 등,,,,11397
C2600O6,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_1",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260618","20260520","20260630",89
C2600WG,<디스클로저 데이> 할인쿠폰 프로모션,A1SA1020261000121558,"[디스클로저 데이 런칭] 영화 3,300원 할인",PPV 등,"20260726","20260713","20260831",81
C2600OC,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_4",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260603","20260520","20260630",36
C2600QV,"6월 성인 1+1 프로모션_모바일 (6/11~6/20)_수정",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260622","20260609","20260731",15
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰",PPV 등,"20260711","20260609","20260731",123
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260625","20260520","20260630",11
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260628","20260609","20260731",107
C2600KK,"CJ ENM 월정액 3개월 5,500원_5월 2차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",PM30000154,"20260510","20260422","20260531",63
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,PM30000107,"20260626","20260520","20260630",55
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인",PPV 등,"20260723","20260708","20260831",7
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260706","20260616","20260831",6
C2600OC,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_4",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260617","20260520","20260630",15
C2600T7,<노멀> 할인쿠폰 프로모션,A1SA1020261000121162,"[노멀 런칭] 영화 3,300원 할인",PPV 등,"20260711","20260605","20260731",25
C2600T6,"26년 6월 B tv+ 할인 연장 캠페인_광복절 5,500원",A1CP1020261000121367,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_6월",PPV 등,"20260819","20260625","20260731",89
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인",PPV 등,"20260531","20260518","20260630",25
C2600UT,"7월 성인 1+1 앵콜 프로모션_모바일 (7/11~7/20)",A1SA1020261000121459,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260725","20260708","20260831",11
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260718","20260616","20260831",5
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260725","20260629","20260731",93
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원",PM30000154,"20260517","20260422","20260531",65
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260603","20260519","20260629",15
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰",PPV 등,"20260715","20260609","20260731",74
C2600XG,"26년 7월 B tv+ 할인 연장 캠페인_6개월/9개월 할인재연",A1CP1020261000121664,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_7월",PPV 등,"20260915","20260721","20260831",32
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260714","20260624","20260731",60
C2600S7,토이스토리 소장용 패키지 프로모션 (6/18~6/21 발급),A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인",PPV 등,"20260702","20260615","20260731",11
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,PM30000107,"20260602","20260519","20260629",13
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260629","20260609","20260731",2
C2600UV,모아나 소장용 패키지 프로모션 (7/10),A1SA1020261000121465,"[모아나 패키지 구매] 영화 5,500원 할인",PPV 등,"20260731","20260708","20260831",2
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260707","20260616","20260831",11
C2600UF,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_4",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260731","20260624","20260731",5
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인",PPV 등,"20260511","20260428","20260531",2
C2600MN,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_4",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),PM30000107,"20260527","20260507","20260531",1
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,PM30000269,"20260606","20260519","20260629",1
C2600MT,[팝업] B tv All+(조합형)(26.5.26)_4-1차,,,PPV 등,,,,578964
C2600SZ,SPOTV 6월 첫달무료_2차_0626 TV팝업,,,PPV 등,,,,1870138
C2600MK,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_1",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),PM30000107,,"20260507","20260531",782610
C2600RX,"2606_비너스 디맨드_첫달무료_개편후",,,PPV 등,,,,210828
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260711","20260629","20260731",148
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260705","20260624","20260705",215
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260619","20260609","20260731",316
C2600Q3,"6월 성인 1+1 프로모션 (6/11~6/20)",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260614","20260609","20260731",69
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인",PPV 등,,"20260708","20260831",178
C2600TG,JTBC 월정액 3개월 70% 할인_7월 1차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260704","20260629","20260731",91
C2600WD,통합 월정액 3개월 내내 80% 할인,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),PM30000176,"20260723","20260720","20260731",82
C2600SH,<납치 48시간> 할인쿠폰 프로모션,A1SA1020261000121265,"[납치 48시간 런칭] 영화 3,300원 할인",PPV 등,"20260702","20260616","20260831",8
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260705","20260629","20260731",159
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260511","20260422","20260531",52
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120869,[FREE PASS] SPOTV 프라임패키지 1개월 무료_26년6월,PM35000007,"20260605","20260519","20260629",12
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260703","20260629","20260731",144
C2600P7,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_3,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260620","20260520","20260630",8
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260521","20260422","20260531",46
C2600R5,<내 이름은> 할인쿠폰 프로모션,A1SA1020261000121159,"[내 이름은 런칭] 영화 5,500원 할인",PPV 등,"20260626","20260605","20260731",35
C2600OY,통합 월정액 첫달 무료_6월 2차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,"20260608","20260526","20260630",33
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260623","20260520","20260630",75
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인",PPV 등,"20260801","20260708","20260831",14
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인",PPV 등,"20260717","20260622","20260731",4
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260711","20260609","20260731",19
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인",PPV 등,"20260527","20260421","20260531",5
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,PM30000107,"20260622","20260528","20260712",1
C2600OC,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_4",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260607","20260520","20260630",32
C2600KN,JTBC 월정액 첫달 무료_5월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260614","20260119","20261231",25
C2600NP,<모탈 컴뱃2> 할인쿠폰 프로모션,A1SA1020261000120959,"[모탈컴뱃2 런칭] 영화 5,500원 할인",PPV 등,"20260624","20260528","20260615",5
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인",PPV 등,"20260523","20260421","20260531",11
C2600TI,JTBC 월정액 3개월 70% 할인_7월 2차,A1SA1020261000121374,[쿨썸머 특가] JTBC 월정액 3개월 내내 70% 할인,PM30000269,"20260723","20260629","20260731",5
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260612","20260520","20260531",4
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260624","20260119","20261231",5
C2600JX,[팝업] 밸류애드팀 Btv 업_장기(26.5.06)_1-4차,,,PPV 등,,,,175226
C2600TE,[보정용] SEG 재발송,,,PPV 등,,,,9752
C2600N3,[주기성/쿠폰] <살목지&K-공포상영회> 할인쿠폰 프로모션,A1PR1020261000120873,[K-공포 상영회] 영화 50% 할인,PPV 등,"20260606","20260520","20260609",71
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260620","20260520","20260630",69
C2600NH,<리 크로닌의 미이라> 할인쿠폰 프로모션,A1SA1020261000120855,"[리 크로닌의 미이라] 영화 3,300원 할인",PPV 등,"20260617","20260507","20260630",11
C2600M8,<짱구> 할인쿠폰 프로모션,A1SA1020261000120863,"[짱구 런칭] 영화 5,500원 할인",PPV 등,"20260608","20260518","20260630",54
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인",PM30000150,"20260618","20260526","20260630",93
C2600SD,통합 월정액 첫달 90% 할인_추가 2차,A1CP1020261000121363,[쿨썸머 파격 특가] 주요 월정액 첫달 90% 할인 (택1),PM30000176,"20260629","20260622","20260629",120
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260628","20260609","20260731",61
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260701","20260624","20260705",22
C2600M8,<짱구> 할인쿠폰 프로모션,A1SA1020261000120863,"[짱구 런칭] 영화 5,500원 할인",PPV 등,"20260612","20260518","20260630",49
C2600SA,SPOTV 6월 첫달무료_1차_0623,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,PM35000007,"20260624","20260609","20260630",64
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인",PPV 등,"20260526","20260421","20260531",10
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,PM30000150,"20260620","20260519","20260629",14
C2600RD,"<짱구> 타겟 프로모션_2,000원_0617",A1SA1020261000121267,"[즉시 할인] 짱구 2,200원 할인쿠폰",PPV 등,"20260620","20260616","20260731",105
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인",PPV 등,"20260706","20260622","20260731",13
C2600XQ,통합 월정액 3개월 내내 80% 할인_8월 2차,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),PM30000176,"20260721","20260720","20260731",7
C2600QU,"6월 성인 1+1 프로모션 (6/11~6/20)_수정",A1SA1020261000121168,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260612","20260609","20260731",12
C2600XG,"26년 7월 B tv+ 할인 연장 캠페인_6개월/9개월 할인재연",A1CP1020261000121664,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_7월",PPV 등,"20260906","20260721","20260831",17
C2600XH,"26년 7월 B tv+ 50% 할인 연장 캠페인_25년9월할인",A1CP1020261000121665,[가입 유지 선물] B tv+ 50% 할인 혜택 6개월 자동 연장_7월,PPV 등,"20260911","20260721","20260831",29
C2600PR,"26년 6월_B tv+ 파격할인_UI 541 이상_1",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260610","20260520","20260531",14
C2600TA,[주기성] 26년 7월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000121366,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260723","20260624","20260731",19
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인",PPV 등,"20260729","20260630","20260731",13
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,PM30000269,"20260623","20260519","20260629",5
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260606","20260520","20260630",1
C2600NY,[팝업] 밸류애드팀 Btv 업_장기(26.6.3)_1-3차,,,PPV 등,,,,174046
C2600LO,[팝업] B tv All+(조합형)(26.5.19)_3-1차,,,PPV 등,,,,580935
C2600U7,[팝업] B tv 스탠다드+(조합형)_(26.7.7)_1-1차,,,PPV 등,,,,442585
C2600VF,"2607_SPOTV LAFC 럭키 슈팅 이벤트",DummyOffer,,PPV 등,,,,1332328
C2600KP,<왕과 사는 남자> 할인쿠폰 프로모션,A1SA1020261000120651,"[왕과 사는 남자 런칭] 영화 4,400원 할인",PPV 등,,"20260421","20260531",1049
C2600QY,수요1+1무비쿠폰(6월 쿠폰발급),A1PR1020261000121167,[금토일무비쿠폰] 20% 할인(5천원 이상 사용),PPV 등,,"20260609","20261231",590
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월",PM30000107,"20260730","20260526","20260731",79
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,PM30000269,"20260604","20260119","20261231",176
C2600TH,<살목지> 할인쿠폰 프로모션,A1SA1020261000121380,"[살목지 런칭] 영화 3,300원 할인",PPV 등,,"20260629","20260731",2588
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260613","20260520","20260531",29
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260704","20260609","20260731",34
C2600R5,<내 이름은> 할인쿠폰 프로모션,A1SA1020261000121159,"[내 이름은 런칭] 영화 5,500원 할인",PPV 등,"20260625","20260605","20260731",32
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택",PM30000107,"20260611","20260526","20260614",19
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)",PPV 등,"20260701","20260609","20260731",46
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260719","20260629","20260731",89
C2600NL,<쉘터> 할인쿠폰 프로모션,A1SA1020261000120861,"[쉘터 런칭] 영화 3,300원 할인",PPV 등,"20260613","20260518","20260630",65
C2600NA,"26년 5월 B tv+ 할인 연장 캠페인_1주년 5,500원",A1CP1020261000120954,"[가입 유지 선물] B tv+ 월 5,500원 혜택 6개월 자동 연장_5월",PM30000107,"20260725","20260526","20260731",76
C2600WD,통합 월정액 3개월 내내 80% 할인,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),PM30000176,"20260725","20260720","20260731",80
C2600XG,"26년 7월 B tv+ 할인 연장 캠페인_6개월/9개월 할인재연",A1CP1020261000121664,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_7월",PPV 등,"20260927","20260721","20260831",24
C2600R6,<슈퍼 마리오 갤럭시> 할인쿠폰 프로모션,A1SA1020261000120961,"[슈퍼마리오 갤럭시 런칭] 영화 3,300원 할인",PPV 등,"20260626","20260529","20260623",12
C2600NO,<푸틴: 절대 권력의 최후> 할인쿠폰 프로모션,A1SA1020261000120952,"[푸틴: 절대 권력의 최후 런칭] 영화 3,300원 할인",PPV 등,"20260614","20260526","20260630",11
C2600T0,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_2",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",PM30000107,"20260702","20260624","20260705",46
C2600O8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이하_쿠폰,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260618","20260520","20260630",17
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원",PM30000269,"20260508","20260421","20260531",6
C2600LA,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_4(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),PM30000107,"20260511","20260507","20260517",30
C2600XG,"26년 7월 B tv+ 할인 연장 캠페인_6개월/9개월 할인재연",A1CP1020261000121664,"[가입 유지 선물] B tv+ 월 5,500원 이용 혜택 6개월 자동 연장_7월",PPV 등,"20260904","20260721","20260831",7
C2600OB,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_3",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260628","20260520","20260630",1
C2600L5,"26년 5월_B tv+ 크런치롤_할인쿠폰",A1PR1020261000120053,[크런치롤] B tv 애니 장르 30% 할인,PPV 등,"20260531","20260225","20260531",2
C2600OE,[주기성] 26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상_TV팝업,,,PPV 등,,,,1308537
C2600NE,통합 월정액 첫달 무료_6월 1차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),PM30000176,,"20260526","20260630",499755
C2600RQ,[팝업] B tv All+(조합형)(26.6.23)_4-1차,,,PPV 등,,,,579504
C2600V2,[팝업] 밸류애드팀 Btv 업_단기(26.7.14)_2-2차,,,PPV 등,,,,299847
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원",PM30000150,"20260510","20260422","20260531",94
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인",PPV 등,"20260711","20260616","20260815",58
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120867,[FREE PASS] CJ ENM 1개월 무료_26년6월,PM30000154,"20260629","20260519","20260629",51
C2600LA,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_4(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),PM30000107,"20260513","20260507","20260517",17
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,PM30000107,"20260620","20260520","20260630",59
C2600TL,"7월 성인 1+1 프로모션 (7/1~7/10)",A1SA1020261000121370,"[1+1이벤트] 3,300원 할인 쿠폰",PPV 등,"20260721","20260626","20260731",9
C2600UE,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),PM30000107,"20260730","20260624","20260731",17
