"cmpgn_id","cmpgn_nm","cmpgn_ofer_id","copn_plcy_nm","pt_dt","cl","copn_plcy_sta_dt","copn_plcy_end_dt","cnts_prod_id","cnt"
C2600OA,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_2",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260626",SMART,"20260520","20260630",PM30000107,358522
C2600L7,"26년 5월_B tv+ 비플리_UI 541 이상_1차(~5/17)_1(1770)",A1CP1020261000120853,[가정의 달] B tv+ 12개월 50% 할인 (~5/17),"20260517",SMART,"20260507","20260517",PM30000107,60008
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260502",SMART,"20260422","20260531",PM30000154,4468
C2600XD,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_1_F",DummyOffer,,,SMART,,,PPV 등,782344
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,"20260602",SMART,"20260520","20260630",PM30000107,35640
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,"20260620",SMART,"20260520","20260630",PM30000107,7656
C2600MM,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_3",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),"20260527",SMART,"20260507","20260531",PM30000107,30073
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,"20260629",SMART,"20260519","20260629",PM30000150,899
C2600T4,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_4",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)",,SMART,"20260624","20260705",PM30000107,28302
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260707",SMART,"20260624","20260731",PM30000107,10309
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260531",SMART,"20260520","20260630",PM30000107,915
C2600M6,JTBC 월정액 첫달 무료_5월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260610",SMART,"20260119","20261231",PM30000269,432
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260605",SMART,"20260519","20260629",PM30000107,58
C2600VM,<헬파이어: 시수의 길> 할인쿠폰 프로모션,A1SA1020261000121461,"[헬파이어: 시수의 길 런칭] 영화 5,500원 할인","20260717",SMART,"20260708","20260831",PPV 등,14
C2600VN,<엘리베이션> 할인쿠폰 프로모션,A1SA1020261000121463,"[엘리베이션 런칭] 영화 3,300원 할인","20260722",SMART,"20260708","20260831",PPV 등,121
C2600QS,"6월 성인 1+1 프로모션_모바일_추가 (6/12~6/14 구매자)",A1SA1020261000121169,"[1+1이벤트] 3,300원 할인 쿠폰 (모바일)","20260704",SMART,"20260609","20260731",PPV 등,9
C2600NN,<코드 네임: 알라룸> 할인쿠폰 프로모션,A1SA1020261000120951,"[코드 네임: 알라룸 런칭] 영화 5,500원 할인","20260620",SMART,"20260526","20260630",PPV 등,26
C2600TH,<살목지> 할인쿠폰 프로모션,A1SA1020261000121380,"[살목지 런칭] 영화 3,300원 할인","20260711",SMART,"20260629","20260731",PPV 등,8
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인","20260528",SMART,"20260421","20260531",PPV 등,1
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인","20260722",SMART,"20260708","20260831",PPV 등,5
C2600UP,<서퍼> 할인쿠폰 프로모션,A1SA1020261000121460,"[서퍼 런칭] 영화 3,300원 할인","20260729",SMART,"20260708","20260831",PPV 등,10
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,"20260620",SMART,"20260528","20260712",PM30000107,4
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인","20260517",SMART,"20260430","20260531",PPV 등,4
C2600LL,[팝업] 밸류애드팀 Btv 업_단기(26.5.19)_3-2차,,,,SMART,,,PPV 등,296826
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260508",SMART,"20260421","20260531",PM30000269,33671
C2600RG,"26년 6월_B tv+ 주말 야식비 지원_UI 541 이상_3",DummyOffer,,,SMART,,,PPV 등,318651
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260504",SMART,"20260421","20260531",PM30000269,48494
C2600NX,[팝업] 밸류애드팀 Btv 업_장기(26.6.3)_1-2차,,,,SMART,,,PPV 등,377892
C2600OY,통합 월정액 첫달 무료_6월 2차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260608",SMART,"20260526","20260630",PM30000176,2692
C2600PY,SPOTV 6월 첫달무료_1차_0611,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,"20260618",SMART,"20260609","20260630",PM35000007,21813
C2600UC,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_1",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260713",SMART,"20260624","20260731",PM30000107,2025
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260605",SMART,"20260520","20260630",PM30000107,3304
C2600P0,<쉘터> 타겟 프로모션_30%_0604,A1SA1020261000120953,[즉시 할인] 쉘터 30% 할인쿠폰,"20260608",SMART,"20260526","20260630",PPV 등,6428
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260622",SMART,"20260526","20260630",PM30000176,4553
C2600WJ,"CJ ENM 월정액 3개월 5,500원_7월 3차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원","20260728",SMART,"20260622","20260731",PM30000154,1819
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120869,[FREE PASS] SPOTV 프라임패키지 1개월 무료_26년6월,"20260628",SMART,"20260519","20260629",PM35000007,1882
C2600TL,"7월 성인 1+1 프로모션 (7/1~7/10)",A1SA1020261000121370,"[1+1이벤트] 3,300원 할인 쿠폰","20260713",SMART,"20260626","20260731",PPV 등,420
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,"20260623",SMART,"20260519","20260629",PM30000150,58
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260711",SMART,"20260615","20260731",PPV 등,138
C2600IP,"CJ ENM 월정액 3개월 5,500원_5월 1차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260521",SMART,"20260422","20260531",PM30000154,262
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,"20260611",SMART,"20260519","20260629",PM30000150,82
C2600NI,<시에라 마드레: 카르텔 전쟁> 할인쿠폰 프로모션,A1SA1020261000120862,"[시에라 마드레: 카르텔 전쟁 런칭] 영화 5,500원 할인","20260619",SMART,"20260518","20260630",PPV 등,14
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)","20260625",SMART,"20260609","20260731",PPV 등,41
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260526",SMART,"20260119","20261231",PM30000269,24
C2600NH,<리 크로닌의 미이라> 할인쿠폰 프로모션,A1SA1020261000120855,"[리 크로닌의 미이라] 영화 3,300원 할인","20260617",SMART,"20260507","20260630",PPV 등,36
C2600KO,<폭탄> 할인쿠폰 프로모션,A1SA1020261000120751,"[폭탄 런칭] 영화 5,500원 할인","20260514",SMART,"20260430","20260531",PPV 등,3
C2600SC,<금발이 되고 싶어> 할인쿠폰 프로모션,A1SA1020261000121360,"[금발이 되고 싶어 런칭] 영화 5,500원 할인","20260715",SMART,"20260622","20260731",PPV 등,3
C2600JB,<극장의 시간들> 할인쿠폰 프로모션,A1SA1020261000120746,"[극장의 시간들 런칭] 영화 5,500원 할인","20260516",SMART,"20260428","20260531",PPV 등,2
C2600MY,[팝업] 밸류애드팀 Btv 업_장기(26.5.27)_4-4차,,,,SMART,,,PPV 등,402636
C2600OC,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_4",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260622",SMART,"20260520","20260630",PM30000107,66530
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120866,[FREE PASS] 지상파 3사 1개월 무료_26년6월,,SMART,"20260519","20260629",PM30000150,35510
C2600MI,JTBC 월정액 첫달 무료_6월 1차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260608",SMART,"20260119","20261231",PM30000269,122887
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260621",SMART,"20260520","20260630",PM30000107,24041
C2600XQ,통합 월정액 3개월 내내 80% 할인_8월 2차,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),"20260728",SMART,"20260720","20260731",PM30000176,223637
C2600T1,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_3",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)","20260625",SMART,"20260624","20260705",PM30000107,4385
C2600SD,통합 월정액 첫달 90% 할인_추가 2차,A1CP1020261000121363,[쿨썸머 파격 특가] 주요 월정액 첫달 90% 할인 (택1),"20260624",SMART,"20260622","20260629",PM30000176,146945
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)","20260724",SMART,"20260721","20260726",PM30000107,394980
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260705",SMART,"20260629","20260731",PM30000150,5581
C2600PN,JTBC 월정액 첫달 무료_6월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260511",SMART,"20260119","20261231",PM30000269,270
C2600WH,<군체> 할인쿠폰 프로모션,A1SA1020261000121563,[군체 런칭] 영화 20% 할인,"20260727",SMART,"20260716","20260831",PPV 등,3663
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260607",SMART,"20260520","20260630",PM30000107,1592
C2600UE,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260709",SMART,"20260624","20260731",PM30000107,2726
C2600R1,JTBC 월정액 첫달 무료_6월 3차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260530",SMART,"20260119","20261231",PM30000269,95
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인","20260724",SMART,"20260630","20260731",PPV 등,100
C2600PN,JTBC 월정액 첫달 무료_6월 2차,A1SA1020261000119567,[깜짝 특가] JTBC 월정액 1개월 100% 할인 쿠폰,"20260530",SMART,"20260119","20261231",PM30000269,349
C2600TM,<신의 악단> 할인쿠폰 프로모션,A1SA1020261000121384,"[신의 악단 런칭] 영화 3,300원 할인","20260713",SMART,"20260630","20260731",PPV 등,55
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260707",SMART,"20260615","20260731",PPV 등,79
C2600NO,<푸틴: 절대 권력의 최후> 할인쿠폰 프로모션,A1SA1020261000120952,"[푸틴: 절대 권력의 최후 런칭] 영화 3,300원 할인","20260608",SMART,"20260526","20260630",PPV 등,19
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인","20260711",SMART,"20260616","20260815",PPV 등,51
C2600TJ,<데드 오브 윈터> 할인쿠폰 프로모션,A1SA1020261000121361,"[데드 오브 윈터 런칭] 영화 3,300원 할인","20260716",SMART,"20260622","20260731",PPV 등,29
C2600L5,"26년 5월_B tv+ 크런치롤_할인쿠폰",A1PR1020261000120053,[크런치롤] B tv 애니 장르 30% 할인,"20260510",SMART,"20260225","20260531",PPV 등,1
C2600MF,AI커머스광고 5월 프로모션,,,,SMART,,,PPV 등,856555
C2600O0,"26년 6월_B tv+ 짝수달 유료전환 테스트_UI 552 이상",A1CP1020261000120870,[6월 한정] B tv+ 첫달 무료,"20260617",SMART,"20260520","20260630",PM30000107,3536
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260627",SMART,"20260520","20260630",PM30000107,98732
C2600P8,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_4,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260626",SMART,"20260520","20260630",PM30000107,429836
C2600V9,[팝업] 밸류애드팀 Btv 업_장기(26.7.15)_2-4차,,,,SMART,,,PPV 등,333424
C2600PY,SPOTV 6월 첫달무료_1차_0611,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,"20260627",SMART,"20260609","20260630",PM35000007,293126
C2600PA,[팝업] 밸류애드팀 Btv 업_단기(26.6.9)_2-3차,,,,SMART,,,PPV 등,145419
C2600S0,SPOTV 6월 첫달무료_2차_0620,A1SA1020261000121165,[MLB 이벤트] SPOTV Prime 1개월 무료,,SMART,"20260609","20260630",PM35000007,306140
C2600SX,[팝업] 밸류애드팀 Btv 업_장기(26.7.1)_5-4차,,,,SMART,,,PPV 등,222970
C2600P6,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_2,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260623",SMART,"20260520","20260630",PM30000107,6389
C2600LE,"CJ ENM 월정액 3개월 5,500원_5월 3차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260518",SMART,"20260422","20260531",PM30000154,4795
C2600P5,[주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260623",SMART,"20260520","20260630",PM30000107,6440
C2600OC,"26년 6월_B tv+ 비플리_UI 541 이상_1차 쿠폰(~6/7) & 배너(~6/30)_4",A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,"20260601",SMART,"20260520","20260630",PM30000107,1519
C2600PP,"지상파 월정액 첫달 3,300원_6월 3차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260613",SMART,"20260526","20260630",PM30000150,14184
C2600OL,"지상파 월정액 첫달 3,300원_6월 2차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260619",SMART,"20260526","20260630",PM30000150,2510
C2600VH,"26년 7월_B tv+ KBS 이승철 콘서트_타임딜_UI 541 이상_1",A1CP1020261000121559,"[이승철 특가] B tv+ 월 5,500원 이용 혜택 (최대 12개월)","20260721",SMART,"20260714","20260722",PM30000107,106016
C2600S5,SPOTV 6월 첫달무료_1차_0622,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,"20260614",SMART,"20260609","20260630",PM35000007,5423
C2600UE,"26년 7월_B tv+ 비플리_UI 541 이상_쿠폰&배너_3",A1CP1020261000121365,[고객님만 혜택] B tv+ 반값 할인 (최대 12개월),"20260708",SMART,"20260624","20260731",PM30000107,5067
C2600S3,"6월 성인 1+1 프로모션 (6/21~6/30)",A1SA1020261000121170,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰","20260627",SMART,"20260609","20260731",PPV 등,201
C2600QJ,"2606_무빙 연장 동의_TV팝업_12차",,,,SMART,,,PPV 등,4077
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260620",SMART,"20260519","20260629",PM30000107,79
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,"20260624",SMART,"20260519","20260629",PM30000269,42
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260724",SMART,"20260629","20260731",PM30000150,112
C2600NO,<푸틴: 절대 권력의 최후> 할인쿠폰 프로모션,A1SA1020261000120952,"[푸틴: 절대 권력의 최후 런칭] 영화 3,300원 할인","20260620",SMART,"20260526","20260630",PPV 등,31
C2600NO,<푸틴: 절대 권력의 최후> 할인쿠폰 프로모션,A1SA1020261000120952,"[푸틴: 절대 권력의 최후 런칭] 영화 3,300원 할인","20260606",SMART,"20260526","20260630",PPV 등,10
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260627",SMART,"20260615","20260731",PPV 등,3
C2600US,<잠금: 셧다운> 할인쿠폰 프로모션,A1SA1020261000121462,"[잠금: 셧다운 런칭] 영화 5,500원 할인","20260723",SMART,"20260708","20260831",PPV 등,9
C2600L2,[팝업] 밸류애드팀 Btv 업_장기(26.5.13)_2-3차,,,,SMART,,,PPV 등,396123
C2600OY,통합 월정액 첫달 무료_6월 2차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260626",SMART,"20260526","20260630",PM30000176,13040
C2600O9,"26년 6월_B tv+ 비플리_UI 541 이하_배너",DummyOffer,,,SMART,,,PPV 등,275576
C2600X8,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_3_F",DummyOffer,,,SMART,,,PPV 등,790381
C2600KK,"CJ ENM 월정액 3개월 5,500원_5월 2차",A1CP1020261000120659,"[온가족특가] CJ ENM 월정액 3개월 내내 5,500원","20260531",SMART,"20260422","20260531",PM30000154,3415
C2600RC,"<왕과 사는 남자> 타겟 프로모션_2,000원_0617",A1SA1020261000121266,"[즉시 할인] 왕과 사는 남자 2,200원 할인쿠폰","20260622",SMART,"20260616","20260731",PPV 등,16093
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260626",SMART,"20260526","20260630",PM30000176,65056
C2600PT,"26년 6월_B tv+ 파격할인_UI 541 이상_3",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택","20260611",SMART,"20260520","20260531",PM30000107,126868
C2600QM,[보정용][주기성] 26년 6월_B tv+ 비플리_UI 541 이상_2~4차_1,A1CP1020261000120872,[위클리 혜택] B tv+ 12개월 50% 할인,,SMART,"20260520","20260630",PM30000107,103809
C2600QN,"지상파 월정액 첫달 3,300원_6월 4차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260619",SMART,"20260526","20260630",PM30000150,3894
C2600LX,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_1(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),"20260519",SMART,"20260515","20260525",PM30000107,7730
C2600PY,SPOTV 6월 첫달무료_1차_0611,A1SA1020261000121164,[축구 이벤트] SPOTV Prime 1개월 무료,"20260623",SMART,"20260609","20260630",PM35000007,93631
C2600J5,"지상파 월정액 3개월 내내 5,500원_5월 1차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260519",SMART,"20260422","20260531",PM30000150,403
C2600QP,"지상파 월정액 첫달 3,300원_6월 5차",A1CP1020261000120947,"[6월 특가] 지상파 월정액 1개월 13,200원 할인","20260617",SMART,"20260526","20260630",PM30000150,5065
C2600VD,"CJ ENM 월정액 3개월 5,500원_7월 2차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원","20260716",SMART,"20260622","20260731",PM30000154,889
C2600TF,"지상파 월정액 3개월 5,500원_7월 1차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260706",SMART,"20260629","20260731",PM30000150,3130
C2600LZ,"26년 5월_B tv+ 비플리_UI 541 이상_2차(~5/25)_3(1770)",A1CP1020261000120859,[가정의 달] B tv+ 12개월 50% 할인 (~5/25),"20260521",SMART,"20260515","20260525",PM30000107,2212
C2600SU,"26년 6월_B tv+ KBO 올스타전_UI 541 이상_1",A1CP1020261000121364,"[올스타전 특가] B tv+ 월 5,500원 혜택 (최대 12개월)","20260625",SMART,"20260624","20260705",PM30000107,11195
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260720",SMART,"20260629","20260731",PM30000150,154
C2600S4,"6월 성인 1+1 프로모션_모바일 (6/21~6/30)",A1SA1020261000121171,"[1+1 앵콜 이벤트] 3,300원 할인 쿠폰 (모바일)","20260713",SMART,"20260609","20260731",PPV 등,194
C2600R5,<내 이름은> 할인쿠폰 프로모션,A1SA1020261000121159,"[내 이름은 런칭] 영화 5,500원 할인","20260623",SMART,"20260605","20260731",PPV 등,122
C2600JZ,"JTBC 월정액 6개월 약정 3,300원_5월 2차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260519",SMART,"20260421","20260531",PM30000269,157
C2600J7,"지상파 월정액 3개월 내내 5,500원_5월 2차",A1CP1020261000120660,"[온가족특가] 지상파 월정액 3개월 내내 월 5,500원","20260519",SMART,"20260422","20260531",PM30000150,296
C2600IY,"JTBC 월정액 6개월 약정 3,300원_5월 1차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260516",SMART,"20260421","20260531",PM30000269,118
C2600JA,<오시리스> 할인쿠폰 프로모션,A1SA1020261000120652,"[오시리스 런칭] 영화 3,300원 할인","20260512",SMART,"20260421","20260531",PPV 등,22
C2600Q5,<스위트 홈: 진격의 거인> 할인쿠폰 프로모션,A1SA1020261000121160,"[스위트 홈: 진격의 거인 런칭] 영화 3,300원 할인","20260703",SMART,"20260605","20260731",PPV 등,14
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260624",SMART,"20260615","20260731",PPV 등,18
C2600O7,"2606_캐치온 해지방어_B tv+ Cross-sell",A1CP1020261000120958,[비밀 특가] B tv+ 1개월 100원,"20260618",SMART,"20260528","20260712",PM30000107,17
C2600TO,<마이클> 할인쿠폰 프로모션,A1SA1020261000121261,"[마이클 런칭] 영화 3,300원 할인","20260715",SMART,"20260616","20260815",PPV 등,3
C2600S6,토이스토리 소장용 패키지 프로모션_수정,A1SA1020261000121259,"[토이 스토리 패키지 구매] 영화 5,500원 할인","20260630",SMART,"20260615","20260731",PPV 등,2
C2600NJ,[팝업] 밸류애드팀 STB 교체(26.6.1))_1-1차,,,,SMART,,,PPV 등,293639
C2600K8,<몽타주: 6일간의 추격> 타겟 프로모션_40%_0430,A1SA1020261000120748,[즉시 할인] 몽타주: 6일간의 추격 40% 할인쿠폰,,SMART,"20260403","20260430",PPV 등,274251
C2600XQ,통합 월정액 3개월 내내 80% 할인_8월 2차,A1CP1020261000121658,[쿨썸머 특가] 주요 월정액 3개월 내내 80% 할인 (택1),"20260731",SMART,"20260720","20260731",PM30000176,17412
C2600PZ,SPOTV 6월 첫달무료_1차_0612,,,,SMART,,,PPV 등,1895877
C2600PU,"26년 6월_B tv+ 파격할인_UI 541 이상_4",A1CP1020261000120874,"[72시간 한정] B tv+ 12개월 월 5,500원 혜택","20260614",SMART,"20260526","20260614",PM30000107,133761
C2600ON,"26년 6월_B tv+ 국내여행_(6/3)_4567",DummyOffer,,,SMART,,,PPV 등,1082175
C2600MM,"26년 5월_B tv+ 비플리_UI 541 이상_3차(~5/31)_3",A1CP1020261000120854,[가정의 달] B tv+ 12개월 50% 할인 (~5/31),"20260526",SMART,"20260507","20260531",PM30000107,135089
C2600N3,[주기성/쿠폰] <살목지&K-공포상영회> 할인쿠폰 프로모션,A1PR1020261000120873,[K-공포 상영회] 영화 50% 할인,"20260606",SMART,"20260520","20260609",PPV 등,81
C2600N4,(주기성) 6월 쿠폰팩 GCP(5/24~6/21가입)_TB,A1SA1020261000120868,[FREE PASS] JTBC 1개월 무료_26년6월,"20260627",SMART,"20260519","20260629",PM30000269,4803
C2600QQ,통합 월정액 첫달 무료_6월 4차,A1CP1020261000120948,[이용 감사 혜택] 주요 월정액 1개월 100% 할인 (택1),"20260623",SMART,"20260526","20260630",PM30000176,3635
C2600N5,(일회성) 6월 쿠폰팩 GCP(5/1~5/23가입)_TB,A1CP1020261000120865,[FREE PASS] B tv+ 1개월 무료_26년6월,"20260628",SMART,"20260519","20260629",PM30000107,6818
C2600KI,"JTBC 월정액 6개월 약정 3,300원_5월 3차",A1CP1020261000120658,"[온가족특가] JTBC 6개월 약정 기간 내내 월 3,300원","20260521",SMART,"20260421","20260531",PM30000269,482
C2600PV,"26년 6월_B tv+ 파격할인_UI 541 이하_5",A1CP1020261000120874,"[파격할인] B tv+ 12개월 월 5,500원 혜택","20260612",SMART,"20260520","20260531",PM30000107,240
C2600XE,"26년 7월_B tv+ 7월 4주차 복날 타임딜_UI 541 이상_2_F",A1CP1020261000121662,"[복날 치킨비] B tv+ 월 5,500원 이용 혜택 (최대 12개월)","20260723",SMART,"20260721","20260726",PM30000107,6169
C2600VD,"CJ ENM 월정액 3개월 5,500원_7월 2차",A1CP1020261000121358,"[쿨썸머 특가] CJ ENM 월정액 3개월 내내 월 5,500원","20260720",SMART,"20260622","20260731",PM30000154,186
C2600TZ,"지상파 월정액 3개월 5,500원_7월 2차",A1CP1020261000121373,"[쿨썸머 특가] 지상파 월정액 3개월 내내 월 5,500원","20260729",SMART,"20260629","20260731",PM30000150,2605
